Wikipedia Movie ID	Wikidata movie ID	Rotten Tomatoes score	Number of reviews
24415105	Q7033209		
34812251			
17624737	Q4660852		
8351318	Q6400442		
972940	Q930663	11.0	9.0
58147	Q521387	97.0	60.0
22047382			
19463174	Q6437398		
31978264			
2723452	Q1114984	43.0	7.0
28970651	Q16251922		
33414827	Q5086568		
26363172	Q7774528		
20414383	Q7729021		
9759104	Q1758118		
16113118	Q3227437		
31249513	Q4661395		
31769881	Q194726	86.0	88.0
14651124	Q518567		
26266613			
35010932	Q1334224		
33275287	Q7858821		
35004573	Q3020088		
35667591	Q6930361		
24089867	Q2049369		
6554432	Q1614242		
20983990	Q7940705		
3121161	Q3605118		
32749464			
5909258	Q7040137		
24177916	Q2039759		
21503624	Q525289	88.0	8.0
24928132	Q158602		
1045457	Q208204	83.0	208.0
1212256	Q230558	87.0	30.0
1080024	Q5179474	95.0	20.0
28148325	Q2704964		
28846082	Q5532646		
15897239			
20903293	Q6732642		
30456652	Q7302019		
30834047	Q6466340		
18675873	Q3284414		
23241533	Q5036924		
8145571	Q2250908		
27588203	Q6191087		
6250825			
10801014	Q655230		
2913859	Q213208	38.0	138.0
8261602	Q7070650		
33016471	Q4185823		
2707482	Q1216610		
20226885	Q4779186		
3268070	Q1749553	93.0	14.0
8407838	Q950618		
23389361	Q7500605		
18621136	Q7130619		
20903213	Q6798189		
23922926	Q4469620		
2528901	Q5359680		
25974893	Q7726909		
242539	Q1132575	80.0	30.0
24353734	Q7756500		
1614875	Q1212198	84.0	155.0
24166065	Q6899176		
13599724	Q4680598		
28372143			
17877496	Q7977524		
25489035	Q4840341		
27900976	Q6672908		
15332978	Q6426592		
13023948	Q3228289		
31746580	Q2885509		
19799849	Q4545745		
3737862	Q1247216	19.0	94.0
23877633	Q1546227		
23919342	Q3545636		
9126272			
19407690	Q7735437		
33941979	Q6928769		
18719326	Q4917022		
13504095	Q4540473		
21425748	Q7549883		
12888902	Q1154209		
2514817	Q660890	65.0	17.0
25011177	Q3283100		
228355	Q832047	88.0	56.0
9391477	Q12131348		
33231130	Q1346495		
232795	Q656118	80.0	95.0
23757079	Q4733213		
17918771	Q7417799		
31097634	Q6945246		
31665570	Q4908598		
1975933	Q1076605	100.0	30.0
16368732	Q3772209		
31688492			
34984992			
22770416	Q2913387		
17487814	Q6910854		
26553327	Q7640738		
25810429	Q7092580		
8029549	Q6929223		
22387563			
8665344			
32908562	Q7332633		
28396729	Q4946765		
9719246	Q4900009		
32907253	Q5021674		
23270459	Q25188	87.0	361.0
9993371	Q3486314		
31906571			
5199340	Q851445		
5576945	Q1143446		
5549932	Q498291	88.0	26.0
21052952	Q3768601		
28849154	Q3437157		
21327884	Q2044678		
961659	Q700682	57.0	7.0
18122508	Q3866829		
5512312	Q7992693		
20484735	Q7246927		
31323917	Q1193266		
23856561			
14006254	Q767788		
1137529	Q699278	25.0	8.0
1399119	Q434718	98.0	44.0
8279500	Q7756845		
360138	Q217294	86.0	100.0
34354688	Q3489773		
34196955	Q4700323		
36035416	Q1182106		
13274534	Q3964622		
9387177	Q5098638		
10882699	Q7642830	29.0	14.0
4806367	Q3999025		
4594095			
8279506	Q6412344		
10216667	Q385380	56.0	9.0
67415	Q783317	36.0	14.0
32899970	Q3701100		
9913770	Q1212210		
1279798	Q919444	95.0	37.0
31260988	Q7718992		
3009141	Q908384	9.0	93.0
2711768	Q663763	94.0	52.0
6770211	Q6906733		
6014959	Q108502547		
311451			
26800492	Q6813495		
1343165	Q626745	29.0	159.0
27731096	Q6532358		
3894895	Q5586471		
35002618	Q2826239		
19815763	Q4595704		
13387430	Q4656193		
9650843	Q7036824		
35278316	Q12129822		
14953107	Q3646304		
20485147	Q6946041		
3544586	Q5331227		
4073773	Q4726183		
9916046	Q16588724		
33109389	Q7734003		
2993903	Q486417	75.0	16.0
9129523	Q2308427		
5730788	Q8026000		
2315614	Q12126585		
34951861	Q7577924		
21807476	Q7428273		
14684621	Q4409986		
4518130	Q951168	62.0	13.0
17468161	Q5657322		
21150086	Q3421912		
26219770	Q10971664		
24577764	Q6757681		
29647426	Q3264144		
9077932	Q2029017		
29836658			
12298570	Q4820837		
25284964	Q3453574		
19590392	Q5022155		
11129310	Q5122530		
5440222	Q3637301		
2253517	Q1518550		
33499260			
22591185	Q6091667		
2970596	Q133484		
26640409	Q2556728		
1129847	Q751805	43.0	227.0
8195975	Q1423331		
29967732	Q6150773		
28379473	Q16948645		
33032663	Q5214050		
29823508	Q3283888		
4232603	Q7745573		
2520267	Q1460522		
6158928	Q378092		
15463889	Q5351024		
2983983	Q309459	89.0	103.0
26235488	Q7993102		
31924442	Q7042401		
9691015	Q4661538		
11380221	Q265203	50.0	6.0
28025756	Q1168407		
27501176	Q7968170	80.0	5.0
9939440	Q3783279		
1388981	Q1107802	12.0	111.0
6025960	Q7195916		
4451435	Q470771	57.0	153.0
6097189	Q952154		
6680122	Q7034519		
16222565	Q7920720		
13914120	Q8050230		
28376160	Q7731245		
30099828	Q7677558		
8605283	Q6094784		
28671081	Q2565121	17.0	36.0
27707389	Q1422242		
34953991	Q6506876		
18448029	Q577475	37.0	117.0
17181168	Q7712384		
23150543	Q872548		
30199750	Q6983089		
1801280	Q1373570	78.0	23.0
20904050	Q5073922		
2016055	Q547387	86.0	14.0
35790652	Q7227879		
7794445	Q3283307		
33214212			
9998025	Q6463589		
35002736	Q2864893		
21511956	Q3212104		
23687590	Q2542892		
34758809	Q2840653		
30049560	Q7728871		
458573			
14271301	Q7781403		
31029151	Q6763300		
10849884	Q284168		
11040280	Q7538141		
32596064	Q1211352		
9743496	Q3089344		
3965765	Q1167432		
33010653	Q16251245		
17455212	Q5060166		
11347451	Q6010660		
31488482	Q7303678		
24850245	Q3213862		
4447058	Q941688	16.0	25.0
13279270	Q3747542		
35005571			
26178276	Q576242	42.0	131.0
13987477	Q5689712		
16885680	Q4362158		
1430058	Q1917949	89.0	27.0
19115236	Q7760251		
16456355	Q11249176		
9552709	Q2368683	80.0	5.0
781219	Q1541608	19.0	70.0
22644341			
12244820	Q4883997		
28857797	Q11813262		
8936270	Q5714990		
16722954			
6174864	Q1233890	82.0	11.0
62440	Q62665	94.0	63.0
14271328	Q6746601		
29836793	Q16953519		
23666752	Q3842136		
15590234	Q7722409		
6692441			
7258734	Q1930843	96.0	23.0
3652373	Q4770039		
9390971	Q2368301		
24858123	Q4271825		
22549408	Q3197023		
32962473	Q5320396		
9998022	Q6463767		
26194933	Q3204027		
16918029	Q1440083		
21304963	Q4807556		
26515753	Q7553895	64.0	14.0
23698835	Q7318553		
29328011	Q5058144	17.0	6.0
14577660	Q3648192		
8497020	Q5584740		
67444	Q697014	3.0	88.0
21121530	Q3138113		
32493092	Q7834766		
22644649			
19479881	Q7784727		
14132476	Q5647357		
16885650	Q2556456		
695227	Q751767	82.0	45.0
4642099	Q2420393		
5373441	Q2090872	75.0	8.0
28807116	Q444017		
23686859	Q1764387		
27660461	Q5380718	89.0	9.0
31562207	Q6527491		
21530274	Q6946424		
21079738	Q4981366		
21720520	Q5976411		
633052	Q153723	89.0	332.0
3550987	Q1200034	67.0	18.0
28353137	Q4668427		
965432	Q714920		
26618005	Q5222400		
12892555	Q4697310		
18717177	Q483815	88.0	210.0
26793028	Q6859720		
12798515	Q7741511		
5458357	Q2132216	63.0	16.0
12428147	Q12130195		
25919911	Q4936805		
9994369	Q5282683		
1222564	Q2517431	33.0	33.0
8889604	Q6772272		
31497738	Q7089087		
22644653			
20815259	Q5277997		
4597853	Q223316	75.0	196.0
10979337	Q1866256	44.0	16.0
9271859	Q7754298		
21385847	Q2873318		
30730051	Q5064171	39.0	36.0
13050489	Q7581195		
26737131	Q882395	79.0	38.0
13331154	Q7442352	33.0	6.0
15218655	Q7749063		
31029219	Q11682534		
12092931	Q3951186		
5589759	Q3537002		
25446095	Q6747598		
23810915	Q211429	90.0	288.0
23419399	Q1984808		
9872447	Q4985510		
33573223	Q6150727		
30757246	Q7198391		
33390259	Q7913009		
10044434			
3222550	Q2054677	86.0	14.0
4568737	Q1553017		
21830250	Q2085964		
2279186	Q3354895		
1998309	Q1194947	94.0	63.0
5106854			
27230455	Q4920744		
35328678	Q3988920		
9835	Q403033	86.0	65.0
382387	Q241958	86.0	76.0
8356673	Q1481710		
15438790	Q4783758		
14220618	Q15040751		
6117263	Q6447927		
30672494			
8935580	Q4837878		
19609060	Q7885542	60.0	5.0
15448386			
14625185	Q7497411	46.0	13.0
25447026	Q5266504		
20022496	Q7562351		
10027757	Q6037109		
481712	Q15052397		
24205709	Q5557217		
14732193	Q3999142		
6242545			
14683800	Q5619358		
15397259	Q7717782		
13050428	Q5688846		
24888698	Q1749705		
16334996	Q201115		
32456690	Q1262985		
6031723	Q451407		
15460379			
15928986	Q3284240		
3205541	Q4660645		
36288972	Q7179254		
34693537	Q7243570		
15192566	Q7716039		
711106	Q7582007	31.0	13.0
34748638	Q73803	82.0	165.0
20904617	Q6109685		
5394329	Q3373131	71.0	7.0
31787329	Q7073324		
31322574	Q5530032		
31250146	Q12101319		
5054128	Q947643		
11469371	Q3459012		
32517049			
7764486			
31665157	Q2589295		
21897959	Q7977420		
31475065	Q7366275		
6975303	Q466773	33.0	9.0
34985047	Q4941036		
26793313	Q7745639		
9919756	Q5396800		
13348093			
15106016	Q9149954	88.0	65.0
5139144	Q1193505		
12943213	Q7561160		
29948429	Q11055612		
32076000	Q3486390		
18964723	Q335660		
2974554	Q497617		
18501121	Q3208968		
2508590	Q1520955	10.0	10.0
33573520	Q3791155		
8577671	Q333576		
1811784	Q2451595		
24958928	Q7092462		
24016193	Q2972720		
11383001	Q2704502		
23870068	Q4900558		
26736613	Q7769568		
26332322	Q8073526		
8590674	Q2723465	88.0	59.0
12120876	Q7416168		
2057738	Q2700853		
22047983	Q5207395		
3523466	Q2709771		
711102	Q507214	71.0	21.0
4658053	Q765509		
24665320			
1888235	Q16156339		
35284916	Q12125755		
34786127	Q3829057		
26022711	Q7825325		
25215930	Q4657660		
14453901	Q779490		
6473343	Q2438362		
30669601	Q7775996		
16029793	Q2910093		
4393998	Q4253096	0.0	6.0
19124254	Q7271433		
6811445	Q5553870		
9199073	Q3790048		
9919764	Q7336752		
20581065	Q17008673		
5151199	Q3431845		
1343856	Q672480		
5639686	Q5049063		
23974965	Q4366190		
34119525	Q4929288		
14809330	Q3120805		
4162938	Q581960	31.0	16.0
22442821	Q3213945		
36057885	Q7902685		
34778890	Q4211474		
52942	Q1169837	93.0	14.0
10394661	Q6751776		
16288889	Q7559386		
33851109	Q8021153		
18663643	Q3960431		
32069925	Q7757611		
25626641	Q7768394		
10850871	Q7611162		
3213280	Q1170844	100.0	9.0
26377050	Q2709504	96.0	72.0
34489380	Q6945797		
28184971	Q7237303		
6501479	Q2817329		
33839507	Q5732431		
1694467	Q784535	91.0	11.0
11250759	Q6745257		
27160945	Q4840912		
1394959	Q1166150	59.0	133.0
10777779	Q6897090		
19091567	Q6711876		
12114243	Q7074723		
18701367			
31940586	Q6427861		
30574080	Q542532	27.0	15.0
14301500	Q3905497		
34551091	Q6917270		
10777778			
35968313	Q4184223		
26943211	Q7623038		
33529172	Q12134947		
35736458	Q6466296		
2239648	Q7747628		
11435500	Q7751546		
22644535	Q2438692		
12678767	Q1042099		
9912463	Q5320318		
19844049	Q3204767		
7251770	Q7368297		
5700240	Q750177		
12461684	Q6702834		
31029553	Q7045869		
7370312	Q5284018		
24079822	Q4839523		
21820310	Q5068880		
23700090	Q4657221		
147810	Q714078		
19541987	Q7093979		
17716932	Q3701011		
9912441	Q5263614		
2503448	Q698237		
2223589	Q2363062	32.0	22.0
13185181	Q3787732		
6331931	Q2219678		
1756460	Q2336805	45.0	11.0
9918863	Q12154738		
23024410	Q5750561		
27602542	Q3129837		
33529412	Q3521410		
3076353	Q3424194		
25868345	Q7443265		
4311587	Q1215630		
8067034	Q847031		
4937126	Q3271619		
26913763	Q4720510		
884536	Q5936063		
20086938	Q486065		
7137576	Q3062514		
9307165	Q641739		
20752962	Q6059748		
9918854	Q5254032		
33061601	Q1573662	87.0	172.0
32850076	Q3541734	89.0	37.0
13404865	Q4660022		
31709121	Q3842259		
657764	Q609091	64.0	25.0
689549	Q1117936	63.0	90.0
8603284	Q1506163	40.0	5.0
7251854	Q2082264		
29246589	Q2635717		
28752111	Q7759634		
24160654	Q266615	25.0	8.0
27628570	Q2533351		
21943134	Q4849563		
61062	Q1199446	88.0	8.0
6526227			
33434134	Q1134782		
34867241	Q6073985		
444245	Q978974	52.0	25.0
33383946	Q3473421		
33167476	Q7542968		
7404846	Q2714744		
30488499	Q54975		
20940489	Q3235604		
32310155			
34933965			
31314324	Q4366360		
6019915	Q3362742		
23666564	Q12155769		
14198055	Q3990925		
18583206	Q6815688		
19840982	Q572215	33.0	6.0
31242918	Q4229315		
30500916	Q7243091		
8447974	Q4180811		
25370032	Q12125839	7.0	14.0
5320667	Q303674		
22264426	Q6783380		
2332775	Q5446719		
36187099	Q5738152		
12980289			
9099191	Q7811962		
25992446	Q7238565		
15138865	Q4022714		
2294584	Q955194		
3804955	Q1079463	100.0	5.0
28472389	Q1358016		
1210684	Q1299272		
35879009	Q7731774		
35367084	Q145688		
13071851	Q528243		
31394800	Q7295399		
34042155	Q7586453		
24821020	Q2891687		
23945123	Q671771		
24192275	Q2900287	93.0	15.0
29390146	Q6067584		
35057029	Q5170880		
25089152	Q7737276	75.0	16.0
34462951	Q5601708	68.0	37.0
89541	Q641346	93.0	14.0
2533296	Q1277970	80.0	5.0
31733931	Q283264		
10498826	Q5456238		
31087379	Q4693206		
24440474	Q17083900		
10482646			
441249	Q698111	79.0	28.0
282441	Q4287977		
2731727	Q7943531	23.0	26.0
4276400	Q1192353		
10417640	Q6810914		
10394093	Q6875825		
9999994	Q5981966		
1023955	Q1754057		
28634370	Q1125635		
12417095	Q16976297		
3340893	Q7726914	44.0	9.0
29728646	Q4353258		
32874958	Q2511262		
7445831	Q4660055		
5735156	Q2336169	96.0	25.0
35359932	Q4976136		
10273670	Q7491955		
7156581	Q7617049		
29360653	Q7775002		
3403010	Q4186666		
30009185	Q5256509		
25282149	Q2842784	79.0	29.0
33434044	Q2521819		
6602433	Q12124569		
6017841	Q4189838		
29385517	Q7734410		
4986149	Q1128518		
3284664	Q472103	35.0	135.0
6738197	Q3965802		
11481753	Q7585776		
31664607	Q4857844		
13826280	Q6933342		
25703642	Q7699299		
23333679	Q4335644	50.0	6.0
3511101	Q303456	42.0	12.0
20581340	Q7630663		
36446655	Q7852948		
31026050	Q6466058		
31915219	Q1765398		
23687699	Q3945918		
13270752	Q3196647		
171068	Q581501	93.0	45.0
6722911	Q859002		
3595362	Q13099407		
11143158	Q4693204		
14721220	Q2190572		
10706312	Q6735930		
3015054	Q2745551	60.0	5.0
12558524	Q3283341		
171066	Q1471849	97.0	58.0
34370049	Q7595967		
13767243	Q3472200		
1826422	Q2659744		
14722502	Q3226307		
11143160	Q5120748		
20307116	Q7228521		
16100186	Q4900176		
10016997	Q6858031		
24335117	Q942134		
4333107	Q2607713	100.0	20.0
26553424	Q3870284		
14812319	Q827341	50.0	42.0
10774139	Q7265844		
22536936	Q1916959	82.0	105.0
17082393	Q5437360		
19777628	Q5378093		
1430055	Q1418983		
25080040	Q5466679		
33383055	Q7978177		
19524769	Q5256530		
995235	Q209015		
11918793	Q12124746		
3471434	Q4552054		
8605097	Q2700398	53.0	15.0
34480604	Q4927836		
34227408	Q7316058		
2866335	Q594649		
24519898	Q7282550	60.0	5.0
13261098	Q3491163	86.0	14.0
9577394	Q1169819		
14525860	Q4839247		
22443525	Q3010322		
20632900	Q6948960		
34255051	Q7747044		
17589681	Q3147156		
13143332	Q1409466		
7562789	Q7553578		
12424219	Q5282601		
3646864	Q3230307		
5891241	Q12104507	50.0	6.0
80538	Q659843	100.0	9.0
28678455	Q7722556		
27090208			
1785981	Q859917	2.0	50.0
23666733	Q3998103		
11143154	Q12985544		
31481142	Q7738423		
2648507	Q7055092	84.0	25.0
18943962	Q816038		
21818648	Q7913035		
18679937	Q2497118		
20533950	Q5478962		
12781168	Q3790668		
28252120	Q5302879		
29027399	Q1659162		
17425718	Q1736790		
5566931	Q1257198		
24119864	Q7845714		
20569009	Q1279480		
30636098	Q4271817		
23813153	Q2740523	90.0	60.0
7515465	Q4898746		
27418924	Q8183608		
18785557	Q741845		
24027834	Q6690920		
17719210	Q3701014		
6927655	Q4721611		
19268714	Q5299683		
28709904	Q5001112		
13021297	Q7124900		
30815664	Q2650004		
1430049	Q1621349	80.0	40.0
3758886	Q189687		
6822553	Q5272339		
8388013	Q1712162	43.0	30.0
13111758	Q7783637		
28637822	Q9028473		
32566466	Q5970958		
844331	Q321468		
14967944	Q7760800		
24166246	Q7561137		
23734105			
18873700	Q7810664		
4459003	Q3544221		
24551305	Q5675107		
30028216	Q3604780		
6461768			
2198058	Q4468561		
30185980	Q511371		
25916354	Q8058342		
24763523	Q7285147	23.0	13.0
6005212	Q16343343		
11443235			
21565137			
246658	Q1018435		
2415005	Q2205038		
24581122	Q8021359		
23324417	Q2962846		
29891355	Q5036799		
7443424	Q6810134		
74392	Q2515304		
18994060	Q3055361		
22176820	Q1351711		
27683146	Q3092327	73.0	79.0
9179956	Q4905890		
23716938	Q4187169		
32813473	Q8036601		
31355057	Q712194	20.0	5.0
27398309	Q3442973		
25492865	Q7745588	67.0	6.0
31665002	Q7769062		
15910884	Q7390056		
2150739	Q858681		
27925515	Q7763006		
19161352	Q7730895		
949857	Q115537	100.0	13.0
2572851	Q644933	71.0	197.0
10251384	Q3683743		
25490826	Q5464765		
22968934	Q6445560		
23490443	Q4866537		
23398127	Q686436		
19163837	Q5653185		
13391996	Q4657010		
1805566	Q3519758		
4966441	Q12126533		
10506917	Q3190657		
405152	Q759324	78.0	9.0
23695854	Q4181546		
3648503	Q848280	11.0	18.0
30374545	Q4946154		
16513719	Q927661		
13060401	Q6772950		
7443346	Q6810133		
2569417	Q1111228	22.0	50.0
33806367	Q5236760		
21693367	Q6035971		
1780940	Q7808538		
31025122	Q5680143		
31866918	Q6343253		
21767523	Q7452054		
21883963	Q11256602		
28489396	Q2756539		
35911490	Q5149127		
31300223	Q3211513		
28525165	Q7786348		
976512	Q1628298	43.0	7.0
9678352	Q7488499		
21624213	Q7711179		
30372098	Q703977		
8367316	Q16576595		
31025548			
20903186	Q11004095		
6980652	Q3023064		
14739499	Q6820467		
557036	Q18407	96.0	74.0
29446538	Q7539880		
1738939	Q814475		
12544749	Q1018100	77.0	13.0
31322542	Q5274366		
25516824	Q7367017		
33759690			
30581	Q182727	94.0	66.0
14266685	Q8059326		
35567948	Q6907173		
27482400	Q5469751		
17426666	Q6416864		
19398722	Q6846921		
18844946	Q7260738		
21287209	Q7749520		
2851505	Q3127411		
3834822	Q1783741	93.0	15.0
3261900	Q6692403		
20380901	Q6365786		
9015147	Q3306455		
24402395	Q4222846	57.0	7.0
9305105	Q5167154	43.0	7.0
4098341	Q1419230		
10746794	Q250536		
26790743			
20014998	Q7755293		
26278955	Q1326548		
32807647	Q2986068		
23167491	Q581347	60.0	5.0
29487329	Q12128697		
4470815			
12537943	Q2309964	71.0	110.0
14331912	Q2824760		
25324474	Q1904503		
31222918			
1571564	Q195772	100.0	11.0
34182222	Q7581197		
13374234			
29969403	Q7757725		
21856079	Q12125857		
21366745	Q2546062		
31028172	Q8076336		
1783356	Q5055536		
22933412	Q121810	11.0	170.0
35013614			
30702319	Q7187767		
36165477	Q7775481		
2195077	Q3080331		
20751579	Q6981588		
13643537	Q6945382		
13782400	Q2937895		
11715791	Q4882831		
2584474	Q1481578	22.0	46.0
4010174	Q7326653		
9113966	Q7441714		
2314090	Q643268	88.0	86.0
29641779	Q6744175		
24611507	Q12124980		
34015037	Q6656601		
5221651	Q2095838		
35755987	Q4186043		
596141	Q3177304		
31048316	Q6552747		
15016234	Q6743577		
32552630	Q5303298		
29227405	Q7428571		
7010904	Q17009961		
1582009	Q1423563		
30198362	Q7002662		
21447693	Q5587937		
5172645	Q7824422		
3283236	Q1421023	25.0	8.0
3642891	Q7339380		
1819931	Q7754685		
12639200	Q5660228		
3980891	Q12124700		
18500748	Q2702017	89.0	9.0
4090392	Q777175		
17454982	Q16935643		
18497067	Q2684513		
2621073	Q8021479		
11708253	Q7745677		
28063182	Q6494756		
27486642	Q7525891		
21794578	Q6778239		
32551127	Q5170688		
11660374	Q7758860		
24615383	Q5071429		
26827318	Q7443191		
1204981	Q2907131		
630701	Q232091	88.0	16.0
5698420	Q80227		
9919113	Q5042115		
30970148	Q7713315		
5707225	Q2306760	91.0	22.0
15881464	Q5310064		
30042062			
2642594	Q332427		
19992131	Q388873	25.0	56.0
34155550	Q6343241		
4470029	Q2198716		
14900984	Q7723151	83.0	12.0
17092708	Q1841091		
225459	Q1754478	65.0	17.0
24019058	Q7722158		
1569210	Q1165285		
10815398	Q4984147		
7531222	Q1984542		
19317597	Q7999614		
7915074	Q6809057		
6201886	Q1193290		
28055684			
1353111	Q1709419	92.0	24.0
972970	Q736254	60.0	30.0
23981910	Q16251005		
33335526	Q7196118		
76371	Q1183253	98.0	53.0
25588749	Q4189197		
9409095			
20904092	Q5639777		
9916906	Q5265627		
457561	Q51520	98.0	58.0
1233247	Q1191176	58.0	26.0
3985480	Q742193	24.0	17.0
15438705	Q14476188		
3751105	Q1415931		
35958854	Q3429606		
32664870	Q5151292		
9311216	Q6727400		
14840780	Q16250491		
7769076	Q1171692	54.0	24.0
26822445	Q7912415		
8746433	Q126431		
5327757	Q1815443	64.0	25.0
5315403			
33092051			
7580720	Q7321896		
3794728	Q3898439	50.0	8.0
7286869	Q2961029		
17424270	Q1198900	32.0	47.0
26921164	Q10959954		
27709104	Q3420025		
31025702			
14746935	Q4930762		
17557442	Q5462210		
9376918	Q661949		
34494221	Q1059633		
6563913	Q1097956	56.0	18.0
16552161			
5748737	Q5507062		
24030686	Q12126044		
14786229	Q11055371		
27671577			
19942634	Q259389		
32013798	Q6735917		
31190562			
24727616			
8170692	Q4968375		
997939	Q257630	51.0	37.0
61498	Q1174069	100.0	5.0
28519243	Q7754508		
9145129	Q7799058		
7993874	Q2266283		
34261235	Q4700222		
26334230	Q5136241		
10430845	Q288628	33.0	9.0
2298699	Q2352433		
36013981	Q15039591		
17410037	Q7718692		
1685243			
7443317	Q2465380		
26699606	Q7420145		
23666500	Q11607065		
12450157	Q12124762		
14068323	Q3540042		
29405556	Q7547556		
32943405	Q10958663		
24738360	Q5554305		
25610293	Q5428610		
5231163	Q7271478	40.0	5.0
16907195	Q1051032	83.0	30.0
22312056	Q7661346		
4433680	Q7717816		
6910992	Q815759	44.0	66.0
33162959			
31173149	Q783765		
32943985	Q7748580		
11142340	Q7227918		
33032634	Q7754682		
26024282	Q1619161		
13093495	Q282781	51.0	35.0
21936622	Q2963781		
673274	Q224647	63.0	56.0
33673939	Q6393354		
18607185	Q401512		
5513513	Q863847		
25850989	Q6547224		
1244822	Q472271	78.0	97.0
15851557			
31243985	Q5501818		
214148	Q258754	23.0	132.0
23116246	Q7749391		
32451924			
36354051	Q5267078		
4852676	Q13655917		
9652081	Q3311828		
1925869	Q1470997	57.0	14.0
3545795	Q3429157		
28997437	Q4645990	92.0	12.0
29583004	Q1113440		
31508611	Q379237		
8485902	Q19356	0.0	55.0
12261447	Q7686235		
36251257	Q4856321		
18207794	Q3567700		
31322575	Q1171179		
31410989			
8548898	Q826815	63.0	168.0
1604902	Q4906902	12.0	17.0
23554904	Q3824645		
31131187	Q12124797		
2730191	Q1196455		
14148678			
17233415	Q7960990		
22651507			
22644654			
27480880	Q5449476		
231486	Q749688	39.0	160.0
24447427	Q5765426		
3528767	Q785300		
30233888	Q2273649		
20469278	Q632737	92.0	269.0
18832350	Q7722538		
19410909	Q7797622		
11988315	Q2402289		
18005619	Q5087741		
2642537	Q7758894		
22224886	Q3794106		
31832830	Q7763031		
5162931	Q2416674	78.0	9.0
34026023	Q7143125		
27410026	Q3506191		
21170436	Q2112895		
7013722	Q4659222		
13665311	Q14949964		
922756	Q2967311		
26445863	Q4660236		
35012968	Q3515530		
16012078	Q5278683		
13696347	Q8059120		
35013967	Q2880204		
21426146	Q12129169		
29019508	Q7758406		
22280781	Q3281808		
3404048	Q3236934		
3777574	Q37785	77.0	22.0
23666904			
871658	Q698492	46.0	70.0
2867597	Q6928443		
16794391			
5421175	Q7764619		
1939966	Q708210	91.0	22.0
35012613	Q3163332		
19654805	Q6836601		
3570864	Q258805		
5672353	Q2878021		
18357469	Q4469332		
33271334	Q7937060		
31365800	Q5564723		
33097073	Q4657395	60.0	10.0
9310559	Q920374	85.0	53.0
28927214	Q7750734		
11604749			
31978798	Q16252271		
2345045			
144772	Q1790093		
24725255	Q5071399		
11961851	Q1922601		
34085347			
36101329	Q3428431		
9962261	Q3424368		
24304954	Q5976246		
23690065	Q6932080		
30859718	Q7734469		
27910978	Q4729195		
10473207	Q2093499	86.0	7.0
14973710	Q6721472		
22628062	Q5518858		
14358748	Q382841		
24572100	Q3785829		
17430089			
17016725	Q126699	81.0	236.0
5836207	Q1049097		
3683909	Q6037946		
4464078	Q4818470		
5969295	Q3528954	64.0	45.0
26182742	Q7710547		
35222610	Q7133926		
36354807	Q3463988		
7275510	Q4912064		
21774698	Q3716037		
3948050	Q6932317		
2352397	Q1755538	31.0	133.0
4379553	Q7637488		
33514494	Q2892281		
7027259	Q17010800		
11140514	Q7426149		
32839768			
24653425	Q7719444		
8423648	Q7712235		
25011208	Q4216624		
33262405	Q4936868		
2557546	Q3607038		
14586886	Q5657092		
19931769	Q776667		
31186833	Q6350295		
8205068	Q11268377		
16542152	Q2518959		
23524959	Q6072814		
33416147	Q7091337		
3834357	Q16968173		
3749586	Q6099702		
33347419	Q3007766		
8270511	Q3148578		
6828146	Q2717046		
27197943	Q4733150		
19317430	Q7047767		
10131206	Q8072663		
8494848	Q1839949		
27289067	Q7758413		
6852813	Q7783790		
5229759	Q3534340		
28587289	Q5626703		
16892118	Q7079625		
18401584	Q7560377		
23666471	Q3790771		
10791878	Q6749170		
12426511	Q4341995		
5513642	Q2703006		
17472804	Q12127823		
31231458	Q7721375		
11567269	Q1742225		
18794137	Q3221473		
24063523	Q4655622		
13464047	Q6354892		
23168070	Q16998236		
26483188	Q4661155		
7284843	Q5771983		
24576000	Q7525024		
34199481	Q5247192		
24005326	Q3525987		
1519350	Q1145848	29.0	99.0
13393215	Q228585	41.0	120.0
35765110	Q7914066		
22643652	Q2610082		
9632030	Q10334190		
7283462	Q16338615		
5892193	Q636062	18.0	34.0
6501095	Q934629		
13085228	Q7774796		
13887546	Q655475	38.0	8.0
33103559	Q15039608		
330	Q2823770		
28745496	Q7755699		
7718313			
10791880	Q4848601		
18409652	Q16253256		
5149982	Q1270110		
24372298	Q5442722		
24236292	Q5436655		
20903205	Q6343267		
14442396	Q855882	43.0	7.0
4047392	Q1148304	100.0	27.0
189862	Q192206	97.0	38.0
13468494	Q7766950		
12240278	Q5352209	92.0	13.0
19787486	Q5447858		
187103	Q601651	92.0	12.0
24063215	Q5396971		
34014517	Q3824678		
25808637	Q2023900		
20534006	Q7363298		
35800169	Q7719130		
7283294	Q2682416	71.0	7.0
27508561	Q1564793		
5051407	Q3424339		
3908916	Q4993673		
24554391			
1377960	Q494993		
9782858	Q5432921	59.0	17.0
7266740	Q4861386		
26903360	Q4192275		
30296552	Q567996	66.0	135.0
32411121	Q5396900		
31108737	Q3007573		
17063876			
25856406	Q7825328		
36284929	Q3520391		
18481561			
11648153	Q3768529		
19877366	Q7746105		
26063763	Q7846516		
2553513	Q1140317		
1414872	Q3267894	42.0	57.0
9704560	Q5350180		
9382617	Q7400415		
542547	Q1491010		
4681500	Q1322346	11.0	28.0
35509447	Q4327752		
